INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,NYS Municipal Boundaries,New York Zip Codes,Location,Counties
NY-2017-WS-223,5,Rescue,8/20/2017,6:13 AM,3,M,28,PA,US,Hiking,Stranded,43.62003,-73.56342,322,TRUE,Assist/own power,1,TRUE,State Forests,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,8/20/2017,8:01 AM,826,,POINT (-73.56342 43.62003),2183
NY-2017-WS-223,5,Rescue,8/20/2017,6:13 AM,4,F,29,PA,US,Hiking,Stranded,43.62003,-73.56342,322,TRUE,Assist/own power,1,TRUE,State Forests,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,8/20/2017,8:01 AM,826,,POINT (-73.56342 43.62003),2183
NY-2017-WS-223,5,Rescue,8/20/2017,6:13 AM,2,F,27,PA,US,Hiking,Stranded,43.62003,-73.56342,322,TRUE,Assist/own power,1,TRUE,State Forests,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,8/20/2017,8:01 AM,826,,POINT (-73.56342 43.62003),2183
NY-2017-WS-223,5,Rescue,8/20/2017,6:13 AM,1,M,29,PA,US,Hiking,Stranded,43.62003,-73.56342,322,TRUE,Assist/own power,1,TRUE,State Forests,Lake George Wild Forest,WARREN,BOLTON,TRUE,FALSE,8/20/2017,8:01 AM,826,,POINT (-73.56342 43.62003),2183
NY-2017-WS-222,7,Search,8/19/2017,11:00 AM,1,M,11,NY,US,Biking,Lost,42.78953,-75.39393,1772,TRUE,Assist/own power,3,TRUE,State Forests,Charles E. Baker State Forest,MADISON,BROOKFIELD,FALSE,FALSE,8/19/2017,2:30 AM,166,563,POINT (-75.39393 42.789530000000006),2092
NY-2017-WS-222,7,Search,8/19/2017,11:00 AM,2,M,11,NY,US,Biking,Lost,42.78953,-75.39393,1772,TRUE,Assist/own power,3,TRUE,State Forests,Charles E. Baker State Forest,MADISON,BROOKFIELD,FALSE,FALSE,8/19/2017,2:30 AM,166,563,POINT (-75.39393 42.789530000000006),2092
NY-2017-WS-221,3,Search,8/19/2017,7:30 AM,1,M,93,NY,US,Hiking,Overdue,41.84145,-74.37042,1200,TRUE,Assist/own power; Vehicle/boat evacuation,14,TRUE,Forest Preserve,Sundown Wild Forest,ULSTER,ROCHESTER,FALSE,TRUE,8/20/2017,7:30 AM,413,195,POINT (-74.37042 41.84145),2182
NY-2017-WS-220,5,Search,8/18/2017,3:01 AM,1,F,52,NY,US,Hiking,Lost,43.40123,-73.74899,1086,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Foest,WARREN,LAKE GEORGE,TRUE,FALSE,8/18/2017,6:21 AM,820,128,POINT (-73.74899 43.40123),2183
NY-2017-WS-220,5,Search,8/18/2017,3:01 AM,3,F,22,NY,US,Hiking,Lost,43.40123,-73.74899,1086,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Foest,WARREN,LAKE GEORGE,TRUE,FALSE,8/18/2017,6:21 AM,820,128,POINT (-73.74899 43.40123),2183
NY-2017-WS-220,5,Search,8/18/2017,3:01 AM,4,F,18,NY,US,Hiking,Lost,43.40123,-73.74899,1086,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Foest,WARREN,LAKE GEORGE,TRUE,FALSE,8/18/2017,6:21 AM,820,128,POINT (-73.74899 43.40123),2183
NY-2017-WS-220,5,Search,8/18/2017,3:01 AM,2,M,53,NY,US,Hiking,Lost,43.40123,-73.74899,1086,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Foest,WARREN,LAKE GEORGE,TRUE,FALSE,8/18/2017,6:21 AM,820,128,POINT (-73.74899 43.40123),2183
NY-2017-WS-219,6,Search,8/18/2017,11:34 AM,1,M,62,NY,US,Despondent,Missing,43.26748,-75.73535,572,TRUE,Assist/own power,10,TRUE,Private Land,N/A,ONEIDA,VIENNA,FALSE,FALSE,8/18/2017,7:08 AM,981,773,POINT (-75.73535 43.26748),625
NY-2017-WS-218,5,Search,8/18/2017,2:41 AM,2,M,30,NY,US,Hiking,Lost,44.40065,-73.43838,275,TRUE,Assist/own power,2,TRUE,Private Land,N/A,ESSEX,WILLSBORO,FALSE,FALSE,8/18/2017,4:42 AM,418,339,POINT (-73.43838 44.40065),2084
NY-2017-WS-218,5,Search,8/18/2017,2:41 AM,1,F,25,NY,US,Hiking,Lost,44.40065,-73.43838,275,TRUE,Assist/own power,2,TRUE,Private Land,N/A,ESSEX,WILLSBORO,FALSE,FALSE,8/18/2017,4:42 AM,418,339,POINT (-73.43838 44.40065),2084
NY-2017-WS-217,5,Rescue,8/16/2017,2:38 AM,1,M,18,NY,US,Climbing:Rock/Ice,Stranded,44.1382,-73.74646,1672,TRUE,High Angle,2,TRUE,Forest Preserve,Dix Wilderness Area,ESSEX,KEENE,TRUE,FALSE,8/16/2017,3:45 AM,442,272,POINT (-73.74646 44.1382),2084
NY-2017-WS-216,5,Search,8/15/2017,9:17 AM,1,M,34,NY,US,Biking,Lost,43.47398,-74.17034,1600,TRUE,Assist/own power,8,TRUE,Forest Preserve,Wilcox Lake Wild Forest,HAMILTON,WELLS,TRUE,FALSE,8/16/2017,1:00 AM,816,788,POINT (-74.17034 43.47398),2183
NY-2017-WS-215,3,Search,8/15/2017,9:38 AM,1,M,78,NY,US,Hiking,Overdue,42.09328,-74.50749,2300,TRUE,Carry out by foot,3,TRUE,Forest Preserve,Big Indian Wilderness,ULSTER,HARDENBURGH,FALSE,TRUE,8/16/2017,4:30 AM,434,82,POINT (-74.50749 42.09328),2182
NY-2017-WS-214,5,Rescue,8/14/2017,1:52 AM,1,M,56,NY,US,Swimming,Injured,44.11311,-73.71035,1335,TRUE,Carry out by foot,4,TRUE,Forest Preserve,Dix Mountain Wilderness,ESSEX,KEENE,TRUE,FALSE,8/14/2017,3:00 AM,442,272,POINT (-73.71035 44.11311),2084
NY-2017-WS-213,6,Recovery,8/13/2017,6:10 AM,1,M,51,TX,US,Camping,Injured,44.11517,-74.89103,1490,TRUE,Vehicle/boat evacuation,4,TRUE,Forest Preserve,Cranberry Lake Wild Forest,ST LAWRENCE,CLIFTON,TRUE,FALSE,8/13/2017,9:00 AM,337,219,POINT (-74.89103 44.11517),2140
NY-2017-WS-212,9,Search,8/13/2017,3:00 AM,2,M,15,NY,US,Runaway,Missing,42.90649,-78.82525,641,FALSE,Vehicle/boat evacuation,1,TRUE,Private Land,N/A,CATTARAUGUS,LYNDON,FALSE,FALSE,8/13/2017,6:15 AM,300,67,POINT (-78.82525 42.90649),2041
NY-2017-WS-212,9,Search,8/13/2017,3:00 AM,1,M,15,NY,US,Runaway,Missing,42.90649,-78.82525,641,FALSE,Vehicle/boat evacuation,1,TRUE,Private Land,N/A,CATTARAUGUS,LYNDON,FALSE,FALSE,8/13/2017,6:15 AM,300,67,POINT (-78.82525 42.90649),2041
NY-2017-WS-211,4,Search,8/13/2017,12:40 PM,1,M,36,NY,US,Hiking,Lost,42.13824,-74.162,2524,TRUE,Assist/own power,1,FALSE,Forest Preserve,Indian Head Wilderness,GREENE,HUNTER,FALSE,TRUE,8/13/2017,2:29 AM,755,121,POINT (-74.162 42.13824),2087
NY-2017-WS-210,5,Search,8/12/2017,1:10 AM,1,F,49,RI,US,Hiking,Lost,44.22787,-73.41895,830,TRUE,Assist/own power,1,TRUE,Private Land,private,ESSEX,WESTPORT,TRUE,FALSE,8/12/2017,4:00 AM,419,338,POINT (-73.41895 44.22787),2084
NY-2017-WS-210,5,Search,8/12/2017,1:10 AM,2,F,8,RI,US,Hiking,Lost,44.22787,-73.41895,830,TRUE,Assist/own power,1,TRUE,Private Land,private,ESSEX,WESTPORT,TRUE,FALSE,8/12/2017,4:00 AM,419,338,POINT (-73.41895 44.22787),2084
NY-2017-WS-209,5,Search,8/11/2017,11:56 AM,1,M,80,ON,CA,Hiking,Overdue,44.62367,-74.28155,1330,TRUE,Assist/own power,13,TRUE,Forest Preserve,Debar Mountain Wild Forest,FRANKLIN,DUANE,TRUE,FALSE,8/12/2017,5:00 AM,186,278,POINT (-74.28155 44.62367),621
NY-2017-WS-208,5,Rescue,8/11/2017,4:09 AM,1,F,31,TX,US,Hiking,Injured,44.21325,-73.86887,3467,TRUE,Aircraft evacuation,3,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,8/11/2017,6:00 AM,442,271,POINT (-73.86887 44.21325),2084
NY-2017-WS-207,5,Rescue,8/11/2017,4:18 AM,1,F,53,NY,US,Hiking,Illness,44.10564,-74.0426,2250,TRUE,Aircraft evacuation,2,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,8/11/2017,5:45 AM,438,,POINT (-74.0426 44.10564),2084
NY-2017-WS-206,5,Rescue,8/11/2017,10:56 AM,1,M,52,NY,US,Hiking,Injured,44.21532,-73.86496,3800,TRUE,Assist/own power,4,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,8/11/2017,6:30 AM,442,271,POINT (-73.86496 44.21532),2084
NY-2017-WS-205,5,Rescue,8/9/2017,5:45 AM,1,F,20,NY,US,Camping,Illness,44.08755,-74.32035,1627,TRUE,Vehicle/boat evacuation,1,TRUE,Forest Preserve,High Peaks Wilderness,HAMILTON,LONG LAKE,TRUE,FALSE,8/9/2017,7:30 AM,864,130,POINT (-74.32035 44.08755),622
NY-2017-WS-204,5,Rescue,8/8/2017,2:29 AM,1,M,72,VT,US,Hiking,Injured,44.22733,-73.71998,2589,TRUE,Aircraft evacuation,5,TRUE,Forest Preserve,Hurricane Mountain Wilderness,ESSEX,KEENE,TRUE,FALSE,8/8/2017,3:15 AM,442,271,POINT (-73.71998 44.22733),2084
NY-2017-WS-203,5,Rescue,8/6/2017,4:10 AM,1,F,45,NY,US,Hiking,Injured,44.18625,-73.98934,1961,TRUE,Carry out by foot,2,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,8/6/2017,8:00 AM,430,275,POINT (-73.98934 44.18625),2084
NY-2017-WS-202,6,Rescue,8/5/2017,2:08 AM,1,M,82,NY,US,Hiking,Illness,43.68351,-74.99509,1720,TRUE,Carry out by foot,2,TRUE,Forest Preserve,Black River Wild Forest,HERKIMER,WEBB,TRUE,FALSE,8/5/2017,4:30 AM,666,1279,POINT (-74.99509 43.68351),2088
NY-2017-WS-201,6,Rescue,8/6/2017,2:10 AM,1,F,52,NY,US,Hiking,Injured,43.7457,-74.89957,1957,FALSE,Carry out by foot,3,TRUE,Forest Preserve,Fulton Chain Wild Forest,HERKIMER,WEBB,TRUE,FALSE,8/6/2017,3:23 AM,666,1279,POINT (-74.89957 43.7457),2088
NY-2017-WS-200,5,Rescue,8/6/2017,12:21 PM,1,M,34,NY,US,Hiking,Illness,44.13707,-73.96159,2950,TRUE,Vehicle/boat evacuation,1,TRUE,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,TRUE,FALSE,8/6/2017,3:00 AM,442,272,POINT (-73.96159 44.13707),2084
NY-2017-WS-199,6,Rescue,8/5/2017,9:45 AM,2,F,19,NY,US,Hiking,Injured,44.13878,-74.74156,1574,TRUE,Vehicle/boat evacuation,4,TRUE,Forest Preserve,Horseshoe Lake Wild Forest,ST LAWRENCE,COLTON,TRUE,FALSE,8/5/2017,1:58 AM,336,130,POINT (-74.74156 44.13878),2140
NY-2017-WS-199,6,Rescue,8/5/2017,9:45 AM,1,M,19,NY,US,Hiking,Injured,44.13878,-74.74156,1574,TRUE,Vehicle/boat evacuation,4,TRUE,Forest Preserve,Horseshoe Lake Wild Forest,ST LAWRENCE,COLTON,TRUE,FALSE,8/5/2017,1:58 AM,336,130,POINT (-74.74156 44.13878),2140
NY-2017-WS-198,3,Search,8/3/2017,6:20 AM,1,M,60,NY,US,Walking,Lost,42.053,-74.54213,2304,FALSE,Assist/own power,34,TRUE,Forest Preserve,Big Indian Wilderness Area,ULSTER,HARDENBURGH,FALSE,TRUE,8/7/2017,8:00 AM,434,82,POINT (-74.54213 42.053),2182
NY-2017-WS-197,7,Search,8/3/2017,4:07 AM,1,M,15,NY,US,Runaway,Missing,42.49575,-75.76929,1405,TRUE,Assist/own power,2,TRUE,Private Land,N/A,CHENANGO,MCDONOUGH,FALSE,FALSE,8/3/2017,6:00 AM,267,434,POINT (-75.76929 42.49575),2037
NY-2017-WS-196,5,Rescue,8/2/2017,6:03 AM,2,M,18,PA,US,Hiking,Lost,44.14337,-73.98868,5033,TRUE,Aircraft evacuation; Assist/own power,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/2/2017,7:00 AM,430,275,POINT (-73.98868 44.14337),2084
NY-2017-WS-196,5,Rescue,8/2/2017,6:03 AM,3,M,20,PA,US,Hiking,Lost,44.14337,-73.98868,5033,TRUE,Aircraft evacuation; Assist/own power,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/2/2017,7:00 AM,430,275,POINT (-73.98868 44.14337),2084
NY-2017-WS-196,5,Rescue,8/2/2017,6:03 AM,4,M,18,PA,US,Hiking,Illness,44.14337,-73.98868,5033,TRUE,Aircraft evacuation; Assist/own power,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/2/2017,7:00 AM,430,275,POINT (-73.98868 44.14337),2084
NY-2017-WS-196,5,Rescue,8/2/2017,6:03 AM,1,M,18,PA,US,Hiking,Lost,44.14337,-73.98868,5033,TRUE,Aircraft evacuation; Assist/own power,3,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,9/2/2017,7:00 AM,430,275,POINT (-73.98868 44.14337),2084
NY-2017-WS-195,5,Search,8/2/2017,6:12 AM,1,M,50,NY,US,Hiking,Overdue,44.13789,-73.80703,1624,TRUE,Aircraft evacuation,20,TRUE,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,8/3/2017,3:00 AM,442,272,POINT (-73.80703 44.13789),2084
NY-2017-WS-194,5,Search,8/1/2017,12:08 PM,1,F,50,NY,US,Hiking,Lost,44.16075,-74.25323,1990,TRUE,Assist/own power,3,FALSE,Forest Preserve,High Peaks Wilderness,FRANKLIN,HARRIETSTOWN,FALSE,FALSE,8/1/2017,8:00 AM,183,,POINT (-74.25323 44.16075),621
NY-2017-WS-193,5,Rescue,8/1/2017,2:47 AM,1,M,13,VT,US,Hiking,Injured,43.5534,-73.6022,350,TRUE,Carry out by foot,2,TRUE,Forest Preserve,Lake George Forest,WASHINGTON,FORT ANN,TRUE,FALSE,8/1/2017,4:00 AM,727,91,POINT (-73.6022 43.5534),2184
NY-2017-WS-192,7,Search,8/1/2017,6:36 AM,1,M,78,NY,US,Walking,Missing,42.46141,-76.0747,1349,TRUE,Vehicle/boat evacuation,3,TRUE,Private Land,N/A,CORTLAND,LAPEER,FALSE,FALSE,8/1/2017,10:15 AM,772,436,POINT (-76.0747 42.46141),620
NY-2017-WS-191,5,Rescue,7/31/2017,6:04 AM,1,F,38,NY,US,Climbing:Rock/Ice,Stranded,44.13639,-74.03637,3234,TRUE,Assist/own power,1,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,FALSE,FALSE,7/31/2017,11:30 AM,430,275,POINT (-74.03637 44.13639),2084
NY-2017-WS-191,5,Rescue,7/31/2017,6:04 AM,2,M,34,NY,US,Climbing:Rock/Ice,Stranded,44.13639,-74.03637,3234,TRUE,Assist/own power,1,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,FALSE,FALSE,7/31/2017,11:30 AM,430,275,POINT (-74.03637 44.13639),2084
NY-2017-WS-190,4,Recovery,7/31/2017,3:45 AM,1,M,21,NY,US,Hiking,Injured,42.11493,-73.49315,1135,FALSE,Dive Team; High Angle; Technical Rope,3,TRUE,OPRHP State Land,Taconic State Park,COLUMBIA,COPAKE,FALSE,FALSE,8/1/2017,12:30 PM,,,POINT (-73.49315 42.11493),427
NY-2017-WS-189,5,Rescue,7/31/2017,1:13 AM,1,F,68,NY,US,Hiking,Injured,44.71007,-74.1729,1404,FALSE,Carry out by foot,2,TRUE,State Forests,Titusville State Forest,FRANKLIN,BELLMONT,FALSE,FALSE,7/31/2017,3:30 AM,194,291,POINT (-74.1729 44.71007),621
NY-2017-WS-188,5,Rescue,7/30/2017,8:12 AM,1,F,14,NY,US,Hiking,Injured,44.13783,-73.95994,2974,TRUE,Vehicle/boat evacuation,1,TRUE,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,TRUE,FALSE,7/31/2017,11:52 AM,442,272,POINT (-73.95994 44.13783),2084
NY-2017-WS-187,5,Search,7/30/2017,6:14 AM,2,F,15,NY,US,Hiking,Lost,43.5093,-73.6306,300,TRUE,Assist/own power,2,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,7/31/2017,11:30 AM,727,127,POINT (-73.6306 43.5093),2183
NY-2017-WS-187,5,Search,7/30/2017,6:14 AM,3,F,11,VA,US,Hiking,Lost,43.5093,-73.6306,300,TRUE,Assist/own power,2,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,7/31/2017,11:30 AM,727,127,POINT (-73.6306 43.5093),2183
NY-2017-WS-187,5,Search,7/30/2017,6:14 AM,1,F,35,VA,US,Hiking,Lost,43.5093,-73.6306,300,TRUE,Assist/own power,2,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,7/31/2017,11:30 AM,727,127,POINT (-73.6306 43.5093),2183
NY-2017-WS-187,5,Search,7/30/2017,6:14 AM,4,F,30,NY,US,Hiking,Lost,43.5093,-73.6306,300,TRUE,Assist/own power,2,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,7/31/2017,11:30 AM,727,127,POINT (-73.6306 43.5093),2183
NY-2017-WS-186,5,Rescue,7/29/2017,6:30 AM,1,F,20,MI,US,Hiking,Illness,44.16025,-73.85501,2200,TRUE,Aircraft evacuation,3,TRUE,Forest Preserve,High Peaks,ESSEX,KEENE,TRUE,FALSE,7/30/2017,10:30 AM,442,272,POINT (-73.85501000000001 44.16025),2084
NY-2017-WS-185,5,Search,7/29/2017,11:09 AM,1,M,26,NY,US,Hiking,Lost,44.00593,-74.25799,2008,TRUE,Assist/own power,2,TRUE,Private Land,Hunnington Wildlife Forest (ESF),ESSEX,NEWCOMB,TRUE,FALSE,7/29/2017,3:00 AM,438,134,POINT (-74.25799 44.00593),2084
NY-2017-WS-184,5,Rescue,7/28/2017,2:38 AM,1,M,71,NY,US,Hiking,Injured,43.5491,-73.9765,757,FALSE,Aircraft evacuation,6,TRUE,Forest Preserve,Wilcox Lake Wild Forest,WARREN,JOHNSBURG,TRUE,FALSE,7/28/2017,9:00 AM,821,104,POINT (-73.9765 43.5491),2183
NY-2017-WS-183,5,Search,7/27/2017,8:12 AM,1,M,19,NY,US,Hiking,Lost,43.72509,-74.81683,1880,TRUE,Assist/own power,2,TRUE,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,TRUE,FALSE,7/28/2017,12:00 PM,672,1279,POINT (-74.81683 43.72509),2088
NY-2017-WS-183,5,Search,7/27/2017,8:12 AM,3,M,18,NY,US,Hiking,Lost,43.72509,-74.81683,1880,TRUE,Assist/own power,2,TRUE,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,TRUE,FALSE,7/28/2017,12:00 PM,672,1279,POINT (-74.81683 43.72509),2088
NY-2017-WS-183,5,Search,7/27/2017,8:12 AM,2,M,18,NY,US,Hiking,Lost,43.72509,-74.81683,1880,TRUE,Assist/own power,2,TRUE,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,TRUE,FALSE,7/28/2017,12:00 PM,672,1279,POINT (-74.81683 43.72509),2088
NY-2017-WS-183,5,Search,7/27/2017,8:12 AM,4,M,17,NY,US,Hiking,Lost,43.72509,-74.81683,1880,TRUE,Assist/own power,2,TRUE,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,TRUE,FALSE,7/28/2017,12:00 PM,672,1279,POINT (-74.81683 43.72509),2088
NY-2017-WS-182,6,Search,7/27/2017,7:27 AM,1,M,43,PA,US,Hiking,Lost,44.2302,-74.56298,1548,TRUE,Vehicle/boat evacuation,4,TRUE,Forest Preserve,Raquette River Wild Forest,ST LAWRENCE,PIERCEFIELD,TRUE,FALSE,7/27/2017,10:00 AM,315,294,POINT (-74.56298 44.2302),2140
NY-2017-WS-181,6,Rescue,7/27/2017,4:01 AM,1,M,66,NY,US,Hiking,Injured,43.73876,-74.91194,2280,TRUE,Carry out by foot,2,TRUE,Forest Preserve,Fulton Chain lake Wild Forest,HERKIMER,WEBB,TRUE,FALSE,7/27/2017,7:00 AM,666,1279,POINT (-74.91194000000002 43.73876),2088
NY-2017-WS-180,5,Recovery,7/24/2017,2:59 AM,1,M,32,NY,US,Swimming,Lost,44.71923,-74.1374,1485,TRUE,Dive Team,3,TRUE,Private Land,Private,FRANKLIN,BELLMONT,FALSE,FALSE,7/25/2017,2:00 AM,194,291,POINT (-74.1374 44.71923000000001),621
NY-2017-WS-179,5,Rescue,7/24/2017,9:16 AM,1,F,27,NJ,US,Hiking,Injured,44.15859,-73.9509,2362,TRUE,Assist/own power; Vehicle/boat evacuation,1,TRUE,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,TRUE,FALSE,7/24/2017,11:30 AM,430,275,POINT (-73.9509 44.15859),2084
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,5,M,45,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,4,F,41,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,1,M,44,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,8,F,22,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,2,F,44,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,3,M,42,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,7,F,49,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-178,5,Rescue,7/23/2017,10:00 AM,6,M,47,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,Assist/own power,1,FALSE,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,TRUE,FALSE,7/24/2017,7:50 AM,729,102,POINT (-73.51512 43.60397),2184
NY-2017-WS-177,5,Recovery,7/23/2017,6:21 AM,1,M,61,NY,US,Boating,Missing,43.81749,-73.43399,320,TRUE,Dive Team,3,TRUE,Forest Preserve,Lake George,ESSEX,TICONDEROGA,TRUE,FALSE,7/24/2017,9:15 AM,420,,POINT (-73.43399 43.81749),2084
NY-2017-WS-176,5,Rescue,7/21/2017,7:08 AM,1,F,51,NY,US,Hiking,Illness,44.15816,-73.95149,2300,TRUE,Assist/own power,2,FALSE,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,TRUE,FALSE,7/21/2017,9:20 AM,430,275,POINT (-73.95149 44.15816),2084
NY-2017-WS-175,5,Rescue,7/21/2017,5:48 AM,1,F,26,NY,US,Swimming,Injured,44.12364,-73.65702,1156,FALSE,High Angle,3,TRUE,Forest Preserve,Hammond Pond,ESSEX,ELIZABETHTOWN,TRUE,FALSE,7/21/2017,8:03 AM,445,287,POINT (-73.65702 44.12364),2084
NY-2017-WS-174,4,Rescue,7/21/2017,2:50 AM,1,F,49,NY,US,Swimming,Injured,42.1933,-74.06345,1944,FALSE,Carry out by foot; Technical Rope,5,TRUE,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,FALSE,TRUE,7/21/2017,5:30 AM,755,187,POINT (-74.06345 42.19330000000001),2087
NY-2017-WS-173,5,Search,7/21/2017,12:23 PM,1,M,72,NY,US,Hiking,Illness,44.17259,-73.80898,2148,TRUE,Assist/own power,4,TRUE,Forest Preserve,High Peaks,ESSEX,KEENE,TRUE,FALSE,7/21/2017,3:00 AM,442,272,POINT (-73.80898 44.17259),2084
NY-2017-WS-172,5,Search,7/20/2017,7:39 AM,1,M,28,NY,US,Hiking,Lost,43.48655,-73.6111,1500,TRUE,Assist/own power,2,TRUE,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,TRUE,FALSE,7/21/2017,3:00 AM,727,127,POINT (-73.6111 43.48655),2184
NY-2017-WS-171,4,Rescue,7/20/2017,5:41 AM,1,M,18,CT,US,Hiking,Illness,42.28893,-74.11508,2190,FALSE,Assist/own power,2,TRUE,Forest Preserve,Windham Blackhead Wilderness Range,GREENE,WINDHAM,FALSE,TRUE,7/20/2017,7:15 AM,750,248,POINT (-74.11508 42.28893),2087
NY-2017-WS-170,5,Rescue,7/18/2017,11:38 AM,1,M,,NY,US,Swimming,Injured,43.48427,-74.26724,1350,FALSE,Carry out by foot,1,TRUE,Forest Preserve,Siamese Ponds Wilderness,HAMILTON,WELLS,TRUE,FALSE,7/18/2017,2:55 AM,862,20,POINT (-74.26724 43.48427),622
